Unnamed: 0,district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
1473,gujrat,1988,maize,20.26,29.26,35.91,37.42,46.31,28.01,13.53,22.46,54.16,56.2,3.09,44.76,1.311256,13.25479,7.46036,523.4817814
1476,gujrat,1989,maize,19.98,25.96,33.49,36.43,45.62,27.6,14.79,23.24,41.52,22.83,18.58,27.03,1.311256,13.25479,7.46036,439.6761134
1479,gujrat,1990,maize,18.44,25.39,34.05,37.93,51.58,42.23,27.09,21.76,141.9,33.87,24.08,27.71,1.311256,13.25479,7.46036,489.4736842
1482,gujrat,1991,maize,22.1,25.91,33.68,37.01,29.07,32.28,16.14,18.28,4.57,47.46,1.7,18.4,1.311256,13.25479,7.46036,475.3036437
1485,gujrat,1992,maize,18.61,25.11,31.18,36.79,51.81,44.56,30.42,18.01,98.18,15.67,42.82,19.46,1.311256,13.25479,7.46036,470.4453441
1488,gujrat,1993,maize,18.78,27.35,35.17,36.4,46.24,35.05,16.41,27.1,70.37,17.61,11.72,53.42,1.311256,13.25479,7.46036,443.3198381
1491,gujrat,1994,maize,22.93,26.01,33.52,37.53,35.43,29.0,23.23,22.97,19.01,38.34,42.67,28.86,1.311256,13.25479,7.46036,480.5668016
1494,gujrat,1995,maize,18.93,24.55,33.14,37.25,49.69,44.85,24.49,23.16,60.07,42.48,11.09,34.17,1.311256,13.25479,7.46036,491.4979757
1497,gujrat,1996,maize,20.83,27.52,32.7,34.57,52.55,32.1,19.82,38.6,55.53,12.66,18.74,195.73,1.311256,13.25479,7.46036,500.0
1500,gujrat,1997,maize,20.91,25.93,31.31,36.06,34.19,37.21,23.68,27.73,28.04,40.19,21.54,35.05,1.311256,13.25479,7.46036,458.7044534
1503,gujrat,1998,maize,20.19,29.42,34.55,36.45,34.14,22.5,18.19,24.03,5.84,14.89,11.3,28.69,1.311256,13.25479,7.46036,578.5425101
1506,gujrat,1999,maize,22.58,30.72,35.0,36.74,28.13,10.12,16.03,23.79,14.19,0.33,8.26,34.47,1.311256,13.25479,7.46036,581.7813765
1509,gujrat,2000,maize,20.43,30.87,36.53,36.26,31.77,12.96,18.61,28.94,5.35,2.55,26.64,40.81,1.311256,13.25479,7.46036,584.6153846
1512,gujrat,2001,maize,22.74,27.93,34.88,34.33,22.49,29.22,25.21,44.06,20.6,22.23,57.63,121.71,1.311256,13.25479,7.46036,553.8461538
1515,gujrat,2002,maize,23.22,29.89,36.38,36.84,31.15,20.43,13.1,25.33,18.11,21.65,10.54,53.9,1.311256,13.25479,7.46036,566.8016194
1518,gujrat,2003,maize,19.91,27.98,33.05,37.56,51.51,35.89,15.87,24.59,47.26,17.26,13.42,56.89,1.311256,13.25479,7.46036,642.9149798
1521,gujrat,2004,maize,25.3,30.54,34.43,35.9,24.5,22.64,21.29,31.96,0.69,43.13,7.73,65.46,1.311256,13.25479,7.46036,593.9271255
1524,gujrat,2005,maize,20.61,25.67,31.69,37.69,60.2,38.51,25.8,21.19,88.78,19.43,12.52,42.61,1.311256,13.25479,7.46036,632.388664
1527,gujrat,2006,maize,21.19,29.0,36.05,35.0,44.32,20.06,21.69,32.06,33.14,6.2,30.01,93.7,1.311256,13.25479,7.46036,683.4008097
1530,gujrat,2007,maize,18.68,28.46,33.65,36.05,61.98,41.58,27.12,35.49,150.95,2.16,25.65,127.17,1.311256,13.25479,7.46036,701.6194332
1533,gujrat,2008,maize,25.03,26.51,33.65,34.44,23.58,40.67,25.76,49.63,4.03,64.75,21.43,163.35,1.311256,13.25479,7.46036,642.9149798
1536,gujrat,2009,maize,21.86,27.09,34.0,36.27,41.62,35.79,20.74,20.51,30.33,31.08,22.98,21.64,1.311256,13.25479,7.46036,948.4240407
1539,gujrat,2010,maize,24.87,31.35,34.2,35.55,35.0,20.48,23.26,28.27,8.26,10.68,50.93,35.17,1.311256,13.25479,7.46036,2429.149798
1542,gujrat,2011,maize,21.83,26.56,35.58,34.84,42.0,36.04,21.08,42.25,13.64,42.23,19.37,111.55,1.311256,13.25479,7.46036,2561.89022
1545,gujrat,2012,maize,20.53,26.97,33.09,37.53,33.2,40.33,21.63,17.59,9.69,62.72,9.18,9.05,1.311256,13.25479,7.46036,2024.291498
1548,gujrat,2013,maize,21.44,27.06,34.43,35.96,49.84,38.47,18.47,34.99,25.66,20.88,10.06,79.43,1.311256,13.25479,7.46036,121.4574
1551,gujrat,2014,maize,19.8,25.78,32.28,37.73,48.31,40.78,30.52,23.04,74.54,35.51,36.56,78.29,1.311256,13.25479,7.46036,80.97165992
1554,gujrat,2015,maize,19.08,25.22,32.33,35.22,62.3,58.31,33.07,29.51,192.71,87.35,20.25,40.0,1.311256,13.25479,7.46036,445.34082996
1557,gujrat,2016,maize,21.7,27.97,35.15,36.54,51.67,35.81,24.9,35.02,90.6,14.86,34.18,83.85,1.311256,13.25479,7.46036,809.71
1560,gujrat,2017,maize,20.68,28.59,34.2,34.55,48.57,35.74,26.79,41.12,31.45,70.07,30.97,150.37,1.311256,13.25479,7.46036,2672.06
1563,gujrat,2018,maize,23.38,27.85,33.23,36.08,37.36,36.31,24.13,33.96,15.47,51.93,23.57,79.37,1.311256,13.25479,7.46036,2672.064777
1566,gujrat,2019,maize,18.54,27.64,32.09,37.03,59.6,46.02,30.53,24.25,32.67,50.01,23.29,27.77,1.311256,13.25479,7.46036,1405.742944653408
1569,gujrat,2020,maize,17.68,23.56,29.48,32.61,75.32,66.65,50.56,49.43,232.01,52.08,54.59,107.59,1.311256,13.25479,7.46036,1437.6303672920694
1572,gujrat,2021,maize,22.07,25.12,32.31,35.29,50.04,43.28,32.83,36.1,43.76,36.27,37.77,63.68,1.311256,13.25479,7.46036,1469.517789930731
1575,gujrat,2022,maize,22.99,30.83,34.2,35.07,52.96,27.71,27.5,33.25,12.21,3.5,43.92,110.53,1.311256,13.25479,7.46036,1501.4052125693925
1578,gujrat,2023,maize,20.84,25.41,28.67,32.82,58.91,50.08,47.33,54.16,79.94,54.27,86.3,197.06,1.311256,13.25479,7.46036,1533.292635208054
1581,gujrat,2024,maize,19.72,25.19,32.62,37.73,53.93,50.29,34.8,24.57,101.02,119.57,7.6,30.98,1.311256,13.25479,7.46036,1565.1800578467228
2112,hafizabad,1981,maize,18.93,27.83,35.08,38.35,57.92,32.38,20.58,14.73,57.69,6.8,25.72,16.44,1.016261,11.26658,8.01875,0.0
2115,hafizabad,1982,maize,16.0,23.61,27.39,34.92,77.5,63.2,60.29,34.05,180.73,160.92,71.42,49.56,1.016261,11.26658,8.01875,0.0
2118,hafizabad,1983,maize,18.61,23.37,30.53,36.13,45.61,53.75,43.57,24.26,47.64,97.58,59.61,11.78,1.016261,11.26658,8.01875,0.0
2121,hafizabad,1984,maize,22.86,28.23,36.41,38.99,38.26,29.53,11.4,23.66,26.98,23.91,1.66,33.14,1.016261,11.26658,8.01875,0.0
2124,hafizabad,1985,maize,23.37,27.67,34.49,38.18,20.77,35.75,17.08,21.08,12.38,46.05,11.03,20.24,1.016261,11.26658,8.01875,0.0
2127,hafizabad,1986,maize,18.89,26.72,32.72,37.08,53.0,38.67,21.22,23.88,50.18,30.36,16.87,43.91,1.016261,11.26658,8.01875,0.0
2130,hafizabad,1987,maize,20.72,28.15,29.51,37.05,52.06,29.5,38.53,23.99,40.91,6.75,78.43,22.29,1.016261,11.26658,8.01875,0.0
2133,hafizabad,1988,maize,20.66,29.86,36.43,38.68,42.59,24.22,12.84,20.0,28.89,33.92,0.69,28.09,1.016261,11.26658,8.01875,0.0
2136,hafizabad,1989,maize,20.27,26.46,33.94,37.44,42.58,24.41,13.22,22.83,32.95,11.41,9.82,17.75,1.016261,11.26658,8.01875,0.0
2139,hafizabad,1990,maize,18.54,25.73,35.29,38.85,50.29,40.54,22.83,20.63,86.89,25.65,13.13,16.6,1.016261,11.26658,8.01875,0.0
2142,hafizabad,1991,maize,22.04,26.01,34.03,37.89,29.36,32.96,16.43,17.44,5.51,42.43,3.78,11.2,1.016261,11.26658,8.01875,0.0
2145,hafizabad,1992,maize,18.81,25.83,32.18,37.84,48.16,39.96,26.37,16.32,53.74,5.88,25.41,10.31,1.016261,11.26658,8.01875,0.0
2148,hafizabad,1993,maize,19.06,28.3,35.62,37.78,43.6,30.52,15.57,22.7,43.66,15.11,7.21,24.47,1.016261,11.26658,8.01875,480.5668016
2151,hafizabad,1994,maize,23.13,26.64,34.24,38.49,32.71,25.75,20.57,21.16,9.2,24.96,26.14,17.41,1.016261,11.26658,8.01875,480.5668016
2154,hafizabad,1995,maize,19.14,24.98,34.03,37.91,46.89,42.47,20.54,22.55,39.75,26.56,7.36,28.11,1.016261,11.26658,8.01875,472.4696356
2157,hafizabad,1996,maize,21.45,28.36,33.15,35.18,48.47,25.76,17.1,37.12,33.89,4.33,6.74,155.28,1.016261,11.26658,8.01875,480.1619433
2160,hafizabad,1997,maize,21.26,26.74,31.77,36.89,31.48,32.5,23.05,26.9,13.58,23.49,16.73,20.73,1.016261,11.26658,8.01875,467.2064777
2163,hafizabad,1998,maize,19.99,30.05,35.02,37.01,35.93,21.46,17.62,24.41,3.84,7.2,7.48,26.37,1.016261,11.26658,8.01875,607.2874494
2166,hafizabad,1999,maize,22.52,30.58,35.34,37.79,27.51,10.85,17.66,23.19,6.96,0.13,14.91,26.38,1.016261,11.26658,8.01875,636.0323887
2169,hafizabad,2000,maize,20.61,31.2,37.23,37.04,28.88,13.0,18.19,27.07,2.23,0.67,13.96,41.44,1.016261,11.26658,8.01875,607.2874494
2172,hafizabad,2001,maize,22.99,27.79,35.8,35.41,21.06,31.24,24.2,41.25,18.71,28.11,39.16,96.39,1.016261,11.26658,8.01875,591.902834
2175,hafizabad,2002,maize,23.17,29.99,36.52,37.9,30.9,20.13,14.26,23.76,9.8,12.39,15.33,38.81,1.016261,11.26658,8.01875,591.902834
2178,hafizabad,2003,maize,20.29,28.85,33.59,38.41,47.18,30.61,14.35,23.07,28.74,6.99,11.19,45.29,1.016261,11.26658,8.01875,607.2874494
2181,hafizabad,2004,maize,25.96,31.1,35.11,36.66,20.26,20.21,19.82,31.5,0.03,25.22,6.63,64.78,1.016261,11.26658,8.01875,622.6720648
2184,hafizabad,2005,maize,20.72,25.81,32.22,38.41,61.19,37.02,24.86,20.77,79.53,13.03,9.3,37.62,1.016261,11.26658,8.01875,685.0202429
2187,hafizabad,2006,maize,21.14,29.22,36.64,35.34,45.45,20.07,21.3,32.28,26.21,2.44,34.28,87.65,1.016261,11.26658,8.01875,665.1821862
2190,hafizabad,2007,maize,18.91,29.49,34.52,36.54,61.47,36.94,24.45,36.45,90.43,1.81,20.65,166.58,1.016261,11.26658,8.01875,925.5060729
2193,hafizabad,2008,maize,25.2,26.51,34.22,35.74,22.37,42.42,25.87,44.27,2.04,69.23,26.61,118.08,1.016261,11.26658,8.01875,890.6882591
2196,hafizabad,2009,maize,22.23,27.23,34.28,36.96,38.3,35.51,22.52,20.85,29.33,19.8,31.02,17.42,1.016261,11.26658,8.01875,2024.291498
2199,hafizabad,2010,maize,25.26,31.82,35.01,36.89,33.12,19.95,20.9,25.04,6.07,3.85,22.85,26.61,1.016261,11.26658,8.01875,1716.59919
2202,hafizabad,2011,maize,22.47,27.33,36.43,35.8,36.68,32.91,20.41,38.77,5.74,27.59,11.66,119.83,1.016261,11.26658,8.01875,2127.8599
2205,hafizabad,2012,maize,20.85,27.68,33.76,38.17,27.23,38.4,20.41,17.85,5.76,39.4,4.85,9.03,1.016261,11.26658,8.01875,2429.149798
2208,hafizabad,2013,maize,21.29,27.33,34.44,36.74,48.08,37.15,19.24,32.4,18.63,20.85,9.72,69.21,1.016261,11.26658,8.01875,1821.8623
2211,hafizabad,2014,maize,19.95,26.18,32.35,38.33,46.48,39.21,31.06,23.33,42.0,48.47,30.18,52.07,1.016261,11.26658,8.01875,1821.862348
2214,hafizabad,2015,maize,19.04,26.4,33.53,35.86,61.9,51.64,27.32,28.56,134.5,40.45,17.87,31.18,1.016261,11.26658,8.01875,2294.1948986666666
2217,hafizabad,2016,maize,22.07,28.34,35.77,37.2,48.35,32.25,23.15,32.61,54.1,8.93,23.81,82.16,1.016261,11.26658,8.01875,2766.5274493333336
2220,hafizabad,2017,maize,21.63,29.5,35.02,35.3,41.58,30.61,23.84,38.95,15.95,47.55,19.58,109.39,1.016261,11.26658,8.01875,3238.86
2223,hafizabad,2018,maize,23.69,28.53,33.74,36.28,34.58,33.13,23.3,35.66,12.14,34.37,18.16,72.59,1.016261,11.26658,8.01875,3238.866397
2226,hafizabad,2019,maize,19.1,28.46,32.8,37.5,53.26,41.51,28.04,23.47,18.98,46.56,19.3,21.26,1.016261,11.26658,8.01875,3238.866397
2229,hafizabad,2020,maize,17.82,24.11,30.37,33.43,75.98,64.92,48.33,47.6,195.5,39.52,59.09,119.09,1.016261,11.26658,8.01875,3441.295547
2232,hafizabad,2021,maize,21.96,25.53,33.02,36.4,50.24,42.13,29.79,31.77,27.48,28.12,28.43,45.09,1.016261,11.26658,8.01875,2000.809717
2235,hafizabad,2022,maize,23.18,31.41,35.14,35.73,51.65,24.62,23.81,31.04,13.07,0.43,20.6,92.8,1.016261,11.26658,8.01875,1041.06413
2238,hafizabad,2023,maize,21.55,26.05,29.86,33.89,53.16,47.01,42.57,49.94,75.85,28.53,59.15,205.05,1.016261,11.26658,8.01875,404.8582996
2241,hafizabad,2024,maize,20.14,25.92,33.99,38.48,49.0,45.91,28.71,23.76,75.66,60.14,4.41,24.04,1.016261,11.26658,8.01875,2538.8196527200344
1320,jhang,1981,maize,20.17,29.08,35.46,39.02,50.15,26.12,19.52,13.5,36.87,11.91,15.73,9.46,1.043216,8.21012,7.72516,513.7651822
1323,jhang,1982,maize,17.12,25.53,29.59,36.39,68.4,51.62,48.36,28.74,109.98,102.72,48.47,56.63,1.043216,8.21012,7.72516,552.2267206
1326,jhang,1983,maize,19.64,24.43,32.35,37.7,36.06,47.48,35.22,20.89,20.54,81.73,28.88,0.87,1.043216,8.21012,7.72516,563.1578947
1329,jhang,1984,maize,23.99,29.01,36.53,39.38,29.45,25.19,11.46,22.68,12.46,12.82,0.06,32.86,1.043216,8.21012,7.72516,576.9230769
1332,jhang,1985,maize,23.73,28.58,34.86,38.9,19.98,32.32,16.16,21.18,5.85,37.25,0.77,6.84,1.043216,8.21012,7.72516,489.0688259
1335,jhang,1986,maize,19.06,27.07,33.55,38.17,50.13,35.76,19.23,22.59,66.4,27.2,16.48,36.42,1.043216,8.21012,7.72516,557.0850202
1338,jhang,1987,maize,21.17,28.41,31.06,38.1,47.75,26.86,30.99,22.12,41.41,3.92,30.63,11.32,1.043216,8.21012,7.72516,574.8987854
1341,jhang,1988,maize,21.34,30.41,37.1,39.93,36.02,19.95,11.2,18.44,21.93,11.45,1.42,5.39,1.043216,8.21012,7.72516,590.6882591
1344,jhang,1989,maize,20.71,26.95,34.12,38.15,38.34,22.85,12.14,22.96,42.34,4.07,3.83,12.17,1.043216,8.21012,7.72516,573.6842105
1347,jhang,1990,maize,19.35,26.92,36.46,39.36,42.66,33.07,19.81,20.93,30.66,19.95,2.3,8.05,1.043216,8.21012,7.72516,572.4696356
1350,jhang,1991,maize,22.17,26.61,34.35,38.6,28.73,30.82,17.01,16.74,6.67,34.59,5.6,10.26,1.043216,8.21012,7.72516,595.1417004
1353,jhang,1992,maize,19.48,26.14,32.7,38.71,40.06,35.99,22.43,14.74,31.13,16.08,8.02,1.59,1.043216,8.21012,7.72516,557.8947368
1356,jhang,1993,maize,19.84,29.14,35.72,38.4,36.51,25.75,14.5,21.2,27.97,14.02,5.94,8.22,1.043216,8.21012,7.72516,598.7854251
1359,jhang,1994,maize,23.47,26.5,34.62,39.34,30.83,25.07,18.47,19.96,7.9,25.75,12.95,3.77,1.043216,8.21012,7.72516,578.9473684
1362,jhang,1995,maize,20.01,25.49,34.38,38.89,39.82,38.6,19.27,20.38,32.76,40.4,11.05,8.8,1.043216,8.21012,7.72516,585.4251012
1365,jhang,1996,maize,22.32,29.43,32.94,36.71,38.77,20.04,17.49,29.81,21.55,4.51,11.93,55.42,1.043216,8.21012,7.72516,627.9352227
1368,jhang,1997,maize,21.41,27.04,32.01,37.49,28.89,30.6,22.17,27.18,7.93,25.04,14.25,11.37,1.043216,8.21012,7.72516,639.2712551
1371,jhang,1998,maize,20.23,30.49,35.28,37.8,35.56,19.63,17.2,22.04,3.68,4.17,6.18,18.06,1.043216,8.21012,7.72516,810.9311741
1374,jhang,1999,maize,22.27,30.62,35.43,38.69,29.78,11.14,19.27,20.99,8.23,0.02,28.08,3.39,1.043216,8.21012,7.72516,905.2631579
1377,jhang,2000,maize,20.82,31.33,37.51,37.95,24.97,13.32,18.49,23.51,7.9,0.02,9.52,28.26,1.043216,8.21012,7.72516,822.2672065
1380,jhang,2001,maize,23.22,28.04,36.49,37.71,21.46,30.67,23.88,31.49,7.96,61.01,15.23,39.11,1.043216,8.21012,7.72516,819.8380567
1383,jhang,2002,maize,22.88,30.09,36.54,39.1,33.94,19.27,14.46,20.49,12.38,6.39,16.15,14.96,1.043216,8.21012,7.72516,990.6882591
1386,jhang,2003,maize,21.27,29.81,33.91,39.6,36.08,22.92,12.23,19.17,9.28,2.83,4.3,8.72,1.043216,8.21012,7.72516,1024.291498
1389,jhang,2004,maize,26.49,31.47,35.57,37.92,16.2,18.67,17.25,26.43,0.0,11.26,2.29,36.93,1.043216,8.21012,7.72516,1942.105263
1392,jhang,2005,maize,21.38,26.87,32.22,39.02,54.96,29.26,25.4,19.73,62.04,12.84,15.84,15.67,1.043216,8.21012,7.72516,2018.623482
1395,jhang,2006,maize,21.35,29.27,37.14,36.56,44.23,19.79,21.12,27.5,22.68,2.03,39.04,35.13,1.043216,8.21012,7.72516,2349.797571
1398,jhang,2007,maize,19.91,31.08,35.35,36.89,53.76,29.19,21.56,37.36,47.2,2.21,12.24,181.6,1.043216,8.21012,7.72516,2483.805668
1401,jhang,2008,maize,25.19,26.91,34.78,37.8,21.24,42.15,24.85,36.35,0.59,81.92,28.4,69.14,1.043216,8.21012,7.72516,2389.473684
1404,jhang,2009,maize,22.56,27.47,35.07,37.7,36.25,34.11,20.75,19.81,21.33,20.43,14.0,5.81,1.043216,8.21012,7.72516,2721.0243
1407,jhang,2010,maize,25.63,32.14,35.63,37.78,30.68,19.38,19.19,25.19,18.47,2.9,7.39,26.44,1.043216,8.21012,7.72516,2406.4809
1410,jhang,2011,maize,22.82,27.88,37.13,37.53,31.63,30.14,20.0,31.52,3.96,22.99,15.18,84.17,1.043216,8.21012,7.72516,3070.2052
1413,jhang,2012,maize,21.04,28.21,34.19,38.72,24.69,37.25,21.07,18.63,2.78,39.21,2.4,7.02,1.043216,8.21012,7.72516,2678.2933
1416,jhang,2013,maize,21.52,27.43,34.61,37.3,45.23,37.53,20.1,30.65,25.46,27.14,13.32,61.13,1.043216,8.21012,7.72516,3001.2321
1419,jhang,2014,maize,20.7,27.04,32.45,38.9,41.55,36.86,31.71,22.62,21.09,73.83,30.01,15.19,1.043216,8.21012,7.72516,2709.43631
1422,jhang,2015,maize,19.76,27.89,34.79,36.64,57.05,43.05,21.65,28.43,99.74,16.82,5.71,32.75,1.043216,8.21012,7.72516,2986.1111
1425,jhang,2016,maize,22.49,28.56,36.46,38.5,45.46,32.58,21.45,27.05,55.57,16.11,12.71,41.37,1.043216,8.21012,7.72516,2665.31
1428,jhang,2017,maize,22.39,30.14,35.73,36.63,36.33,28.45,21.29,34.17,9.06,41.76,9.43,60.63,1.043216,8.21012,7.72516,1821.86
1431,jhang,2018,maize,24.17,29.23,33.84,36.83,33.12,30.69,23.2,35.4,14.99,36.29,17.94,63.38,1.043216,8.21012,7.72516,2905.0
1434,jhang,2019,maize,19.63,29.27,33.46,37.44,48.08,36.1,26.37,24.76,21.04,37.13,22.89,29.28,1.043216,8.21012,7.72516,4246.0
1437,jhang,2020,maize,18.49,24.69,31.5,34.92,72.74,62.55,44.16,43.03,246.39,43.69,44.43,87.15,1.043216,8.21012,7.72516,4416.635966
1440,jhang,2021,maize,22.66,26.53,33.77,37.0,45.43,37.77,27.42,31.21,21.73,24.65,23.26,37.56,1.043216,8.21012,7.72516,6451.417013
1443,jhang,2022,maize,24.86,32.48,35.76,36.45,42.15,18.87,21.94,29.29,12.69,0.13,16.47,72.84,1.043216,8.21012,7.72516,4914.529974
1446,jhang,2023,maize,22.3,26.94,30.76,35.18,48.61,42.35,39.75,45.23,70.04,27.27,72.74,107.81,1.043216,8.21012,7.72516,2429.149798
1449,jhang,2024,maize,21.23,26.35,35.18,38.95,40.28,41.5,23.0,24.2,44.93,48.88,2.57,20.89,1.043216,8.21012,7.72516,3906.8252974850184
264,jhelum,1981,maize,17.67,25.98,32.96,36.2,62.73,40.73,28.22,19.55,122.26,22.1,56.69,33.03,1.627573,16.05098,7.28356,404.8582996
267,jhelum,1982,maize,15.54,22.78,26.19,32.75,73.33,63.26,62.62,39.56,221.38,210.57,90.37,30.62,1.627573,16.05098,7.28356,404.8582996
270,jhelum,1983,maize,16.96,21.5,28.29,33.24,53.74,59.6,50.63,32.79,109.42,177.06,56.62,51.4,1.627573,16.05098,7.28356,447.3684211
273,jhelum,1984,maize,21.94,26.41,35.01,36.93,41.07,36.84,14.82,28.12,55.19,45.19,7.71,67.81,1.627573,16.05098,7.28356,476.1133603
276,jhelum,1985,maize,22.71,26.4,32.56,36.74,24.7,39.65,22.29,19.23,22.87,76.91,31.58,12.15,1.627573,16.05098,7.28356,431.9838057
279,jhelum,1986,maize,17.57,24.98,30.38,35.48,56.56,45.37,29.56,25.49,89.16,73.95,23.59,56.32,1.627573,16.05098,7.28356,491.4979757
282,jhelum,1987,maize,19.6,26.2,27.85,34.73,55.3,37.66,43.25,28.03,60.38,19.58,132.65,21.72,1.627573,16.05098,7.28356,371.2550607
285,jhelum,1988,maize,19.22,27.92,34.73,36.35,49.45,33.28,16.64,24.24,81.86,78.64,4.6,57.94,1.627573,16.05098,7.28356,445.3441296
288,jhelum,1989,maize,19.17,24.78,32.49,35.56,47.38,30.99,16.63,24.02,48.53,26.93,17.18,30.05,1.627573,16.05098,7.28356,472.4696356
291,jhelum,1990,maize,17.88,24.48,33.09,36.93,52.08,43.61,29.67,23.07,143.89,37.43,31.09,25.82,1.627573,16.05098,7.28356,506.0728745
294,jhelum,1991,maize,20.65,24.67,32.47,36.58,36.01,35.93,18.4,17.46,13.95,49.77,2.54,7.64,1.627573,16.05098,7.28356,566.8016194
297,jhelum,1992,maize,17.6,23.91,29.8,35.84,53.62,48.45,34.49,19.12,125.46,21.14,41.45,15.8,1.627573,16.05098,7.28356,323.8866397
300,jhelum,1993,maize,17.63,26.36,33.9,35.59,48.79,38.23,18.21,27.3,86.64,16.04,12.19,50.22,1.627573,16.05098,7.28356,449.7975709
303,jhelum,1994,maize,21.81,24.54,33.04,36.89,38.8,34.43,22.51,23.11,23.8,54.5,24.63,17.76,1.627573,16.05098,7.28356,539.6761134
306,jhelum,1995,maize,18.5,23.28,31.5,36.51,48.61,48.61,30.74,22.92,86.71,72.17,18.54,24.68,1.627573,16.05098,7.28356,552.2267206
309,jhelum,1996,maize,19.74,26.53,31.42,33.92,55.6,35.43,22.38,37.58,63.08,14.79,19.56,132.22,1.627573,16.05098,7.28356,591.902834
312,jhelum,1997,maize,19.78,24.83,30.22,35.5,37.07,41.06,24.99,26.13,31.3,52.91,17.47,14.86,1.627573,16.05098,7.28356,562.3481781
315,jhelum,1998,maize,18.7,28.3,33.3,35.29,41.84,25.19,20.94,25.73,17.93,17.52,17.96,34.77,1.627573,16.05098,7.28356,794.3319838
318,jhelum,1999,maize,21.26,29.67,33.93,36.39,33.66,12.26,17.83,21.44,15.99,0.87,14.59,12.16,1.627573,16.05098,7.28356,1312.550607
321,jhelum,2000,maize,19.65,29.97,35.55,35.83,32.96,14.69,19.27,26.68,6.06,2.78,27.44,26.13,1.627573,16.05098,7.28356,1152.226721
324,jhelum,2001,maize,22.2,27.07,34.09,33.31,22.63,30.72,26.06,45.63,14.26,27.72,61.42,138.81,1.627573,16.05098,7.28356,1403.643725
327,jhelum,2002,maize,22.35,28.6,35.22,35.72,33.76,23.5,14.46,27.78,21.47,25.01,7.97,75.76,1.627573,16.05098,7.28356,1447.773279
330,jhelum,2003,maize,19.25,27.32,31.78,36.63,50.42,36.16,18.5,25.48,46.49,20.02,12.94,55.63,1.627573,16.05098,7.28356,2097.975709
333,jhelum,2004,maize,24.59,29.56,33.6,35.55,27.08,24.66,21.73,29.7,0.76,49.99,4.39,45.02,1.627573,16.05098,7.28356,2556.275304
336,jhelum,2005,maize,19.7,24.55,29.96,36.96,61.87,41.49,31.29,20.51,109.89,21.88,19.58,12.72,1.627573,16.05098,7.28356,2654.251012
339,jhelum,2006,maize,20.23,27.5,35.06,34.08,46.85,24.13,23.71,32.63,32.07,14.32,37.88,76.89,1.627573,16.05098,7.28356,2235.222672
342,jhelum,2007,maize,17.99,27.58,32.38,35.21,61.38,43.69,30.77,36.39,165.1,5.63,35.63,121.75,1.627573,16.05098,7.28356,2814.979757
345,jhelum,2008,maize,23.99,25.03,32.5,33.65,28.4,46.31,28.65,50.25,8.27,100.13,25.97,175.13,1.627573,16.05098,7.28356,2762.753036
348,jhelum,2009,maize,20.85,25.35,32.37,34.95,44.54,42.21,25.1,22.77,30.64,52.04,30.38,32.64,1.627573,16.05098,7.28356,3517.206
351,jhelum,2010,maize,23.29,29.61,32.86,34.54,43.76,28.26,26.93,30.0,19.78,23.22,52.29,54.21,1.627573,16.05098,7.28356,3548.006
354,jhelum,2011,maize,20.93,25.37,34.58,34.55,44.68,39.65,23.49,39.86,21.35,47.5,16.35,91.5,1.627573,16.05098,7.28356,3276.361
357,jhelum,2012,maize,19.41,25.93,31.83,36.55,36.36,41.7,24.25,18.52,13.42,48.74,17.07,11.41,1.627573,16.05098,7.28356,3114.2946
360,jhelum,2013,maize,20.56,25.33,32.58,35.43,51.13,44.44,23.05,33.52,33.92,46.23,14.57,68.53,1.627573,16.05098,7.28356,2503.7389
363,jhelum,2014,maize,18.66,24.51,30.6,36.52,50.6,44.44,35.89,24.02,105.12,28.8,55.06,54.24,1.627573,16.05098,7.28356,3334.7538
366,jhelum,2015,maize,18.4,24.55,31.09,34.37,62.06,57.68,35.44,30.17,189.4,119.16,22.31,37.4,1.627573,16.05098,7.28356,3601.108
369,jhelum,2016,maize,20.54,26.4,33.81,35.42,55.02,40.99,28.31,37.57,107.23,20.47,48.73,94.93,1.627573,16.05098,7.28356,341949.0
372,jhelum,2017,maize,19.74,27.31,33.33,34.06,50.22,38.76,28.69,39.59,40.83,95.05,27.94,105.51,1.627573,16.05098,7.28356,2541.61
375,jhelum,2018,maize,22.54,26.74,31.34,35.27,39.69,39.12,30.0,33.6,23.91,68.17,40.73,60.48,1.627573,16.05098,7.28356,2635.54
378,jhelum,2019,maize,17.61,26.56,30.63,35.5,60.79,48.74,34.37,27.72,47.31,55.08,35.62,42.95,1.627573,16.05098,7.28356,4130.76
381,jhelum,2020,maize,17.16,22.81,27.38,30.03,74.5,67.56,59.38,60.96,336.34,74.4,222.62,387.37,1.627573,16.05098,7.28356,4527.803089
384,jhelum,2021,maize,20.47,23.67,30.92,34.06,56.35,48.9,36.47,39.65,80.12,42.04,32.64,85.8,1.627573,16.05098,7.28356,3887.857611
387,jhelum,2022,maize,21.93,29.18,33.06,33.6,55.73,34.31,29.03,36.24,36.19,8.64,42.56,142.88,1.627573,16.05098,7.28356,1965.043953
390,jhelum,2023,maize,20.03,24.57,27.51,32.07,60.22,50.92,50.22,55.36,80.39,63.43,86.62,180.27,1.627573,16.05098,7.28356,3731.047039
